date,daily_electrical_consumption
2020-11-15,2225663.0
2020-11-16,2579010.0
2020-11-17,2667305.0
2020-11-18,2664822.0
2020-11-19,2707214.0
2020-11-20,2840647.0
2020-11-21,2717401.0
2020-11-22,2672156.0
2020-11-23,2967762.0
2020-11-24,3046202.0
2020-11-25,2997328.0
2020-11-26,2955940.0
2020-11-27,2900490.0
2020-11-28,2658021.0
2020-11-29,2716942.0
2020-11-30,3210794.0
2020-12-01,2932278.0
2020-12-02,3176704.0
2020-12-03,2799168.0
2020-12-04,1769971.0
2020-12-05,2180076.0
2020-12-06,2124734.0
2020-12-07,1836576.0
2020-12-08,2103763.0
2020-12-09,1943086.0
2020-12-10,2551549.0
2020-12-11,2540793.0
2020-12-12,2892836.0
2020-12-13,2847815.0
2020-12-14,3076726.0
2020-12-15,3019466.0
2020-12-16,3070076.0
2020-12-17,3012108.0
2020-12-18,2970487.0
2020-12-19,2708184.0
2020-12-20,2602906.0
2020-12-21,2899792.0
2020-12-22,2736373.0
2020-12-23,2693424.0
2020-12-24,2724488.0
2020-12-25,2751012.0
2020-12-26,2977541.0
2020-12-27,2983241.0
2020-12-28,3093354.0
2020-12-29,3129947.0
2020-12-30,3167524.0
2020-12-31,3127882.0
